-1.500000000000000000e+02,5.000000000000000000e+01
-1.450000000000000000e+02,8.200000000000000000e+01
-1.400000000000000000e+02,8.100000000000000000e+01
-1.350000000000000000e+02,9.100000000000000000e+01
-1.300000000000000000e+02,8.400000000000000000e+01
-1.250000000000000000e+02,7.500000000000000000e+01
-1.200000000000000000e+02,9.400000000000000000e+01
-1.150000000000000000e+02,9.800000000000000000e+01
-1.100000000000000000e+02,9.900000000000000000e+01
-1.050000000000000000e+02,1.209999999999999858e+02
-1.000000000000000000e+02,9.300000000000000000e+01
-9.500000000000000000e+01,8.800000000000000000e+01
-9.000000000000000000e+01,8.600000000000000000e+01
-8.500000000000000000e+01,1.000000000000000000e+02
-8.000000000000000000e+01,1.249999999999999858e+02
-7.500000000000000000e+01,1.440000000000000000e+02
-7.000000000000000000e+01,1.190000000000000142e+02
-6.500000000000000000e+01,1.500000000000000000e+02
-6.000000000000000000e+01,1.750000000000000000e+02
-5.500000000000000000e+01,1.940000000000000000e+02
-5.000000000000000000e+01,1.350000000000000000e+02
-4.500000000000000000e+01,6.299999999999999289e+01
-4.000000000000000000e+01,6.299999999999999289e+01
-3.500000000000000000e+01,5.100000000000000000e+01
-3.000000000000000000e+01,6.700000000000000000e+01
-2.500000000000000000e+01,6.099999999999999289e+01
-2.000000000000000000e+01,6.600000000000000000e+01
-1.500000000000000000e+01,7.100000000000000000e+01
-1.000000000000000000e+01,7.000000000000000000e+01
-5.000000000000000000e+00,7.800000000000000000e+01
0.000000000000000000e+00,9.000000000000000000e+01
5.000000000000000000e+00,9.200000000000000000e+01
1.000000000000000000e+01,1.400000000000000000e+02
1.500000000000000000e+01,1.360000000000000000e+02
2.000000000000000000e+01,1.690000000000000000e+02
2.500000000000000000e+01,1.720000000000000000e+02
3.000000000000000000e+01,1.650000000000000000e+02
3.500000000000000000e+01,2.380000000000000284e+02
4.000000000000000000e+01,2.560000000000000000e+02
4.500000000000000000e+01,2.449999999999999716e+02
5.000000000000000000e+01,1.530000000000000000e+02
5.500000000000000000e+01,6.199999999999999289e+01
6.000000000000000000e+01,4.900000000000000000e+01
6.500000000000000000e+01,6.000000000000000711e+01
7.000000000000000000e+01,4.100000000000000000e+01
7.500000000000000000e+01,6.099999999999999289e+01
8.000000000000000000e+01,6.299999999999999289e+01
8.500000000000000000e+01,5.600000000000000000e+01
9.000000000000000000e+01,3.500000000000000000e+01
9.500000000000000000e+01,5.800000000000000711e+01
1.000000000000000000e+02,4.900000000000000000e+01
1.050000000000000000e+02,5.000000000000000000e+01
1.100000000000000000e+02,4.800000000000000000e+01
1.150000000000000000e+02,4.800000000000000000e+01
1.200000000000000000e+02,5.700000000000000000e+01
1.250000000000000000e+02,5.700000000000000000e+01
1.300000000000000000e+02,5.500000000000000000e+01
1.350000000000000000e+02,4.300000000000000000e+01
1.400000000000000000e+02,6.099999999999999289e+01
1.450000000000000000e+02,5.900000000000000711e+01
