;x;y;xerr;yerr
74;15466.008224559675;0.49693251533742333;0.0741438428548441;0.10590599080755897
73;15513.7792417626;1.6528301886792454;0.03754657147447119;0.11860649309944561
72;15555.326014963384;0.07194244604316546;0.07154360706872902;0.0918900041904851
71;15593.82139313896;0.17891373801916932;0.030907920480907746;0.06535041088480703
70;15637.157345780637;0.28804347826086957;0.053651470931003836;0.0924259983190605
69;15681.948337058568;0.1596244131455399;0.029030259912278682;0.05654757861578652
68;15725.274371541802;0.3776824034334764;0.03627867610844385;0.08452993047634623
67;15762.13757533868;0.4315068493150685;0.08527768194861773;0.11156859826759279
66;15798.049343204078;0.0;0.016966761515019788;0.12126781251816646
65;15831.640193937748;0.17142857142857143;0.03194258211689376;0.05925853467130588
64;15879.057528709694;0.10434782608695652;0.017598448647721147;0.1032025579834764
63;15917.001041022657;0.0;0.05864340236772734;0.07453559924999309
62;15953.338251958508;0.06269592476489028;0.033634050165794876;0.059395910098734676
61;15996.06315948696;0.0790273556231003;0.03983583549488147;0.05948445529112733
60;16040.69812051548;0.13793103448275862;0.021553006135175894;0.12210792636491835
59;16078.450162059316;0.13659793814432988;0.028130249958711308;0.05713055911669687
58;16117.643222843535;0.33031674208144796;0.05621030370996238;0.08526026649879273
57;16169.569418275038;0.03333333333333333;0.06146549098116821;0.07182197715911158
56;16204.364141098775;0.059574468085106386;0.02420658038190767;0.04885294738005425
55;16236.502001851755;0.9612903225806452;0.060176877255543125;0.13418609240901397
54;16277.742805770353;0.07741935483870968;0.07154524393805316;0.0867631379119907
53;16326.182694508985;0.2200557103064067;0.037014929528946104;0.062402589514887585
52;16373.120013381094;0.1593597773138483;0.006745343495733347;0.030242069573829605
51;16407.346615573457;0.5910049191848208;0.004358719690640298;0.027095837177771084
50;16445.52537907058;0.38343415542112613;0.005913399381168662;0.028099565717624193
49;16486.707614823375;0.35018827326519636;0.0060512243262277445;0.029682135626491107
48;16531.01206850978;0.4529853414372542;0.00437598793586529;0.025557217774361044
47;16570.2958098958;0.5337837837837838;0.00484787018163792;0.027263015816136243
46;16610.476871034305;1.4674384949348769;0.005927013031557286;0.04106245228757067
45;16649.706907521148;1.2930897537728356;0.0029695173688872502;0.0291463543026263
44;16691.7735872742;2.628353879622915;0.003968976494751522;0.044316128823733966
43;16734.60583905363;3.4637168141592922;0.005141432420088297;0.05452230825739796
42;16775.289516196157;4.3932651834034875;0.0031626310797279057;0.049352772632987034
41;16812.680116069696;3.4255579333537143;0.0036197749197751632;0.044610416567021235
40;16857.076986327378;3.5795292439372326;0.004335657044011298;0.04948456860911518
39;16898.810089790335;2.54018018018018;0.00399556774343392;0.044165134126823345
38;16940.831322741626;3.632752613240418;0.003186533449298687;0.04007858793909818
37;16981.19163480709;4.645042492917847;0.0024279472985361357;0.04900371415591884
36;17021.475248693972;2.4245381666085746;0.0036814987649455913;0.041806615772023284
35;17058.622254652382;1.6775389177168272;0.004415754301982296;0.03713559479193536
34;17100.185420151454;1.6774873524451939;0.004836624331598259;0.040009817865601705
33;17144.443057412132;0.7936455944972158;0.0036096235274117434;0.027617807004212257
32;17181.6882631621;0.38693927372596887;0.0035335738119959825;0.022800581335247507
31;17222.97738847864;0.4744258872651357;0.005873729655430954;0.031215573583912585
30;17263.996629272937;0.2592762253779203;0.005705998654476502;0.0262648366996694
29;17305.009414141055;0.42129003157419936;0.005112945666605102;0.028582637226905627
28;17344.83926990699;0.7490234375;0.005193366944518598;0.03399337269261018
27;17389.562111868003;2.292616536236815;0.003852570213879958;0.04137046486252575
26;17427.421518166822;3.3570304302203566;0.003193152608465724;0.040815354003116255
25;17466.440814154408;4.019201228878648;0.004557357540136392;0.05347276479873841
24;17506.36897921202;3.326035702256652;0.004276060866914522;0.04622080268749254
23;17549.402587308927;0.9754641909814323;0.003838952263887417;0.03054372191312093
22;17590.159385444465;0.5299186213499282;0.005789997857620765;0.030581025031150122
21;17630.94660628961;0.36058230683090703;0.00596483164162952;0.030395928291997384
20;17673.400079934614;0.4792136641959394;0.003884283213640366;0.024713453409534517
19;17714.224382274326;0.40559440559440557;0.005728290912279718;0.029150288202873326
18;17754.997731505133;0.5332125603864735;0.007114694386653524;0.034625061317630774
17;17793.60037235192;0.22356935014548981;0.005804231643745397;0.026214496287969423
16;17834.510799259715;0.2560636182902585;0.0049084450114209605;0.024773195780612704
15;17869.358375630134;0.3036611629576454;0.004814857103542293;0.033366204100659866
14;17916.7715776452;0.0472636815920398;0.027860533035366706;0.05267854740279342
13;17959.770616533573;0.1394658753709199;0.032026706674942035;0.062336597098380186
12;18003.451600987977;1.0852272727272727;0.05792703879555822;0.13012988840451695
11;18036.030941343382;0.0;0.021274814862754055;0.07474350927519349
10;18079.740850297138;0.33458646616541354;0.04900827060299671;0.07860745237735604
9;18121.433786957965;0.15841584158415842;0.04279281952800178;0.08261304254779046
8;18166.965762251093;0.07731958762886598;0.026786021356094463;0.05480318069949872
7;18209.643450799107;0.08163265306122448;0.037176916649714724;0.06890588986177211
6;18228.98566913422;0.42857142857142855;0.08022101223474622;0.14550808088684536
5;18277.91875250432;0.22077922077922077;0.07232754789979368;0.09764949997305562
4;18325.269817784058;0.04437869822485207;0.027449687531932068;0.05705363263742185
3;18359.27889461438;0.04060913705583756;0.05121893188592709;0.0746579043872434
2;18403.864277611152;0.0784313725490196;0.053432473595846464;0.07530535046930008
1;18447.227643890517;0.6163069544364509;0.026090290484101383;0.07495305736394857
0;18479.043094856796;0.08571428571428572;0.048726776885174655;0.0828175588391649
